"head"	"genomeSize"	"description"
"BACT_3092"	5676398	"Staphylococcus aureus subsp. aureus USA300_TCH959 plasmid pUSA300HOUMS, complete sequence"
"BACT_3093"	5159018	"Staphylococcus epidermidis BCM-HMP0060 contig00001, whole genome shotgun sequence"
"BACT_3094"	5241074	"Staphylococcus epidermidis M23864:W1 contig00001, whole genome shotgun sequence"
"BACT_3095"	5226538	"Staphylococcus epidermidis W23144 contig00001, whole genome shotgun sequence"
"BACT_3096"	2083084	"Streptococcus bovis ATCC 700338 genomic scaffold SCAFFOLD10, whole genome shotgun sequence"
"BACT_3097"	2246969	"Streptococcus gallolyticus subsp. gallolyticus TX20005 genomic scaffold SCAFFOLD6, whole genome shotgun sequence"
"BACT_3098"	1915891	"Streptococcus mitis ATCC 6249 genomic scaffold SCAFFOLD8, whole genome shotgun sequence"
"BACT_3099"	1917082	"Streptococcus pyogenes ATCC 10782 genomic scaffold SCAFFOLD29, whole genome shotgun sequence"
"BACT_309"	159662	"Candidatus Carsonella ruddii PV, complete genome"
"BACT_30"	3598621	"Acinetobacter sp. ADP1, complete genome"
"BACT_3100"	1976523	"Streptococcus sp. oral taxon 071 str. 73H25AP genomic scaffold SCAFFOLD7, whole genome shotgun sequence"
"BACT_310"	2246820	"Candidatus Cloacamonas acidaminovorans"
"BACT_311"	3944167	"Candidatus Desulfococcus oleovorans Hxd3, complete genome"
"BACT_312"	2349476	"Candidatus Desulforudis audaxviator MP104C, complete genome"
"BACT_313"	2110331	"Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum), complete genome"
"BACT_314"	143795	"Candidatus Hodgkinia cicadicola Dsem chromosome, complete genome"
"BACT_315"	5650368	"Candidatus Koribacter versatilis Ellin345, complete genome"
"BACT_316"	1226704	"Candidatus Liberibacter asiaticus str. psy62, complete genome"
"BACT_317"	1456888	"Candidatus Pelagibacter sp. HTCC7211 1105874033148, whole genome shotgun sequence"
"BACT_318"	890974	"Candidatus Phytoplasma australiense plasmid pPAPh2, complete sequence"
"BACT_319"	601943	"Candidatus Phytoplasma mali, complete genome"
"BACT_31"	3330366	"Acinetobacter sp. ATCC 27244 contig00001, whole genome shotgun sequence"
"BACT_320"	2414465	"Candidatus Protochlamydia amoebophila UWE25, complete genome"
"BACT_321"	1160782	"Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica), complete genome"
"BACT_322"	276984	"Candidatus Sulcia muelleri SMDSEM, complete genome"
"BACT_323"	146184	"Candidatus Sulcia muelleri str. Hc (Homalodisca coagulata) ctg_S1047280154305, whole genome shotgun sequence"
"BACT_324"	1022154	"Candidatus Vesicomyosocius okutanii HA, complete genome"
"BACT_325"	2667138	"Capnocytophaga gingivalis ATCC 33624 ctg1117755536036, whole genome shotgun sequence"
"BACT_326"	2612925	"Capnocytophaga ochracea DSM 7271, complete genome"
"BACT_327"	2997845	"Capnocytophaga sputigena ATCC 33612 strain Capno contig00046, whole genome shotgun sequence"
"BACT_328"	2294357	"Carboxydibrachium pacificum DSM 12653 ctg_1106511212200, whole genome shotgun sequence"
"BACT_329"	2401520	"Carboxydothermus hydrogenoformans Z-2901, complete genome"
"BACT_32"	3852602	"Acinetobacter sp. RUH2624 cont1.116, whole genome shotgun sequence"
"BACT_330"	2578897	"Cardiobacterium hominis ATCC 15826 contig00001, whole genome shotgun sequence"
"BACT_331"	2442118	"Carnobacterium sp. AT7 1101238000986, whole genome shotgun sequence"
"BACT_332"	2671313	"Catenibacterium mitsuokai DSM 15897 C_mitsuokai-1.0_Cont0.1, whole genome shotgun sequence"
"BACT_333"	10467782	"Catenulispora acidiphila DSM 44928, complete genome"
"BACT_334"	2041839	"Catonella morbi ATCC 51271 C_morbi-1.0.1_Cont0.10, whole genome shotgun sequence"
"BACT_335"	4042929	"Caulobacter crescentus NA1000 chromosome, complete genome"
"BACT_336"	5889399	"Caulobacter sp. K31 plasmid pCAUL02, complete sequence"
"BACT_337"	4123179	"Cellulomonas flavigena DSM 20109 chromosome, complete genome"
"BACT_338"	4576573	"Cellvibrio japonicus Ueda107, complete genome"
"BACT_339"	9127347	"Chitinophaga pinensis DSM 2588, complete genome"
"BACT_33"	2425264	"Actinobacillus minor NM305 Contig_1, whole genome shotgun sequence"
"BACT_340"	2151091	"Chlamydia muridarum Nigg plasmid pMoPn, complete sequence"
"BACT_343"	1070933	"Chlamydia muridarum Weiss contig01, whole genome shotgun sequence"
"BACT_344"	1048006	"Chlamydia trachomatis 70 NZ_ABYF01000001, whole genome shotgun sequence"
"BACT_345"	1144377	"Chlamydophila abortus S26/3, complete genome"
"BACT_346"	1181356	"Chlamydophila caviae GPIC plasmid pCpGP1, complete sequence"
"BACT_347"	1173791	"Chlamydophila felis Fe/C-56, complete genome"
"BACT_348"	1230230	"Chlamydophila pneumoniae CWL029, complete genome"
"BACT_349"	2289249	"Chlorobaculum parvum NCIB 8327, complete genome"
"BACT_34"	2292348	"Actinobacillus pleuropneumoniae serovar 1 str. 4074 Aple01_1, whole genome shotgun sequence"
"BACT_350"	2572079	"Chlorobium chlorochromatii CaD3, complete genome"
"BACT_351"	2538957	"Chlorobium ferrooxidans DSM 13031 ctg62, whole genome shotgun sequence"
"BACT_352"	2763181	"Chlorobium limicola DSM 245, complete genome"
"BACT_353"	2736403	"Chlorobium phaeobacteroides BS1, complete genome"
"BACT_354"	3133902	"Chlorobium phaeobacteroides DSM 266, complete genome"
"BACT_355"	2154946	"Chlorobium tepidum TLS, complete genome"
"BACT_356"	4684931	"Chloroflexus aggregans DSM 9485, complete genome"
"BACT_357"	5258541	"Chloroflexus aurantiacus J-10-fl, complete genome"
"BACT_358"	5268950	"Chloroflexus sp. Y-400-fl, complete genome"
"BACT_359"	3293456	"Chloroherpeton thalassium ATCC 35110, complete genome"
"BACT_35"	2345435	"Actinobacillus pleuropneumoniae serovar 7 str. AP76, complete genome"
"BACT_360"	4751080	"Chromobacterium violaceum ATCC 12472, complete genome"
"BACT_361"	3696649	"Chromohalobacter salexigens DSM 3043, complete genome"
"BACT_362"	5570640	"Chryseobacterium gleum ATCC 35910 genomic scaffold SCAFFOLD5, whole genome shotgun sequence"
"BACT_363"	7848700	"Chthoniobacter flavus Ellin428 ctg79, whole genome shotgun sequence"
"BACT_364"	5507140	"Citreicella sp. SE45 ctg_1113211290428, whole genome shotgun sequence"
"BACT_365"	4735357	"Citrobacter koseri ATCC BAA-895, complete genome"
"BACT_366"	5100606	"Citrobacter sp. 30_2 cont1.61, whole genome shotgun sequence"
"BACT_367"	5154159	"Citrobacter youngae ATCC 29220 genomic scaffold Scfld0, whole genome shotgun sequence"
"BACT_368"	3395237	"Clavibacter michiganensis subsp. michiganensis NCPPB 382 plasmid pCM1, complete sequence"
"BACT_369"	6514450	"Clostridiales bacterium 1_7_47FAA strain 1_7_47_FAA cont2.0, whole genome shotgun sequence"
"BACT_36"	2319663	"Actinobacillus succinogenes 130Z, complete genome"
"BACT_370"	4132880	"Clostridium acetobutylicum ATCC 824 plasmid pSOL1, complete sequence"
"BACT_371"	6224391	"Clostridium asparagiforme DSM 15981 C_asparagiforme-1.0_Cont0.1, whole genome shotgun sequence"
"BACT_372"	2971856	"Clostridium bartlettii DSM 16795 C_bartlettii-2.0.1_Cont15.1, whole genome shotgun sequence"
"BACT_373"	6000632	"Clostridium beijerinckii NCIMB 8052, complete genome"
"BACT_374"	6556988	"Clostridium bolteae ATCC BAA-613 C_bolteae-3.0.1_Cont20, whole genome shotgun sequence"
"BACT_375"	4155278	"Clostridium botulinum A2 str. Kyoto, complete genome"
"BACT_376"	3847969	"Clostridium botulinum B str. Eklund 17B, complete genome"
"BACT_377"	4107013	"Clostridium botulinum B1 str. Okra plasmid pCLD, complete sequence"
"BACT_378"	4257769	"Clostridium botulinum Ba4 str. 657 plasmid pCLJ, complete sequence"
"BACT_379"	4217754	"Clostridium botulinum Bf gcontig_1105471839376, whole genome shotgun sequence"
"BACT_37"	1719346	"Actinomyces coleocanis DSM 15436 contig00001, whole genome shotgun sequence"
"BACT_380"	2961186	"Clostridium botulinum C str. Eklund gcontig_1106103629374, whole genome shotgun sequence"
"BACT_381"	2237359	"Clostridium botulinum D str. 1873 CLG.Contig180, whole genome shotgun sequence"
"BACT_382"	3999201	"Clostridium botulinum E1 str. 'BoNT E Beluga' CLO.Contig139, whole genome shotgun sequence"
"BACT_383"	3659644	"Clostridium botulinum E3 str. Alaska E43, complete genome"
"BACT_384"	4012918	"Clostridium botulinum F str. Langeland, complete genome"
"BACT_385"	4031357	"Clostridium botulinum NCTC 2916 gcontig_1106872038316, whole genome shotgun sequence"
"BACT_386"	4758422	"Clostridium butyricum E4 str. BoNT E BL5262 CLP.Contig60, whole genome shotgun sequence"
"BACT_387"	10000821	"Clostridium carboxidivorans P7 ctg00174, whole genome shotgun sequence"
"BACT_388"	4068724	"Clostridium cellulolyticum H10, complete genome"
"BACT_389"	5122778	"Clostridium cellulovorans 743B ctg00072, whole genome shotgun sequence"
"BACT_38"	2393758	"Actinomyces odontolyticus ATCC 17982 Actinomyces_odontolyticus-2.0_Cont193.3, whole genome shotgun sequence"
"BACT_390"	4440437	"Clostridium difficile QCD-63q42 NZ_ABHD02000001, whole genome shotgun sequence"
"BACT_391"	6626224	"Clostridium hathewayi DSM 13479 NZ_ACIO01000001, whole genome shotgun sequence"
"BACT_392"	2423348	"Clostridium hiranonis DSM 13275 C_hiranonis-1.0_Cont0.1, whole genome shotgun sequence"
"BACT_393"	3885459	"Clostridium hylemonae DSM 15053 C_hylemonae-2.0.1_Cont0.1, whole genome shotgun sequence"
"BACT_394"	4023800	"Clostridium kluyveri DSM 555 plasmid pCKL555A, complete sequence"
"BACT_395"	3270109	"Clostridium leptum DSM 753 C_leptum-3.0.1_Cont44.1, whole genome shotgun sequence"
"BACT_396"	3406326	"Clostridium methylpentosum DSM 5476 C_methylpentosum-1.0.1_Cont0.1, whole genome shotgun sequence"
"BACT_397"	3861016	"Clostridium nexile DSM 1787 C_nexile-1.0_Cont0.1, whole genome shotgun sequence"
"BACT_398"	2547720	"Clostridium novyi NT, complete genome"
"BACT_399"	4874336	"Clostridium papyrosolvens DSM 2782 ctg00024, whole genome shotgun sequence"
"BACT_39"	2518918	"Actinomyces sp. oral taxon 848 str. F0332 A_sp_oral_taxon_848-2.0.1_Cont0.1, whole genome shotgun sequence"
"BACT_3"	3038240	"Hydrogenivirga sp. 128-5-R1-1, whole genome shotgun sequence"
"BACT_4001"	1589954	"Helicobacter pylori 51, complete genome"
"BACT_4002"	1767403	"Methanosphaera stadtmanae DSM 3091, complete genome"
"BACT_4004"	2130580	"Streptococcus pneumoniae AP200, complete genome"
"BACT_4005"	4135300	"Vibrio cholerae O395 chromosome I, complete sequence"
"BACT_4006"	4110554	"Clostridium difficile CD196 complete genome, strain CD196"
"BACT_4007"	1568826	"Helicobacter pylori 52, complete genome"
"BACT_4008"	4397373	"Mycobacterium tuberculosis KZN 4207 chromosome, whole genome shotgun sequence"
"BACT_4009"	22148088	"Trypanosoma brucei gambiense DAL972 chromosome 1, complete sequence"
"BACT_400"	3256683	"Clostridium perfringens ATCC 13124, complete genome"
"BACT_4010"	4308325	"Clostridium difficile M68, complete genome"
"BACT_4011"	4464700	"Clostridium difficile BI1 chromosome, complete sequence"
"BACT_4012"	4178227	"Clostridium difficile BI9 chromosome"
"BACT_4013"	1043025	"Chlamydia trachomatis E/11023, complete genome"
"BACT_4014"	1042996	"Chlamydia trachomatis E/150, complete genome"
"BACT_4015"	1042810	"Chlamydia trachomatis G/9768, complete genome"
"BACT_4016"	1042354	"Chlamydia trachomatis G/11222, complete genome"
"BACT_4017"	1042875	"Chlamydia trachomatis G/11074, complete genome"
"BACT_4018"	2100449	"Lactobacillus fermentum CECT 5716, complete genome"
"BACT_4019"	2136138	"Lactobacillus salivarius CECT 5713, complete genome"
"BACT_401"	3896305	"Clostridium perfringens B str. ATCC 3626 gcontig_1106202603830, whole genome shotgun sequence"
"BACT_4020"	4383267	"Mycobacterium tuberculosis SUMu001 genomic scaffold supercont1.79, whole genome shotgun sequence"
"BACT_4021"	1042811	"Chlamydia trachomatis G/9301, complete genome"
"BACT_4022"	3728801	"Edwardsiella tarda FL6-60, complete genome"
"BACT_4024"	1050015	"Chlamydia trachomatis D-EC, complete genome"
"BACT_4025"	1050013	"Chlamydia trachomatis D-LC, complete genome"
"BACT_4026"	2160846	"Neisseria meningitidis K1207 genomic scaffold scaffold00055, whole genome shotgun sequence"
"BACT_4027"	2154210	"Neisseria meningitidis S0108 genomic scaffold scaffold00042, whole genome shotgun sequence"
"BACT_4028"	811088	"Mycoplasma pneumoniae FH, complete genome"
"BACT_4029"	5373121	"Bacteroides fragilis 638R genome"
"BACT_402"	3661329	"Clostridium perfringens C str. JGS1495 gcontig_1106166513249, whole genome shotgun sequence"
"BACT_4030"	1595604	"Helicobacter pylori v225d, complete genome"
"BACT_4031"	96676	"Providencia alcalifaciens Ban1 integrating conjugative element ICEPalban1, complete sequence"
"BACT_4032"	4159517	"Clostridium difficile complete genome, strain CF5"
"BACT_4033"	4894492	"Shigella flexneri 2002017, complete genome"
"BACT_4034"	4047729	"Clostridium difficile complete genome, strain M120"
"BACT_4035"	5855531	"Escherichia coli O26:H11 str. 11368 DNA, complete genome"
"BACT_4036"	5290012	"Gordonia bronchialis DSM 43247, complete genome"
"BACT_4037"	1611855	"Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949 BAC clone 1"
"BACT_4038"	79249	"Listeria grayi DSM20601 plasmid pLGUG1 complete sequence"
"BACT_4039"	1623845	"Helicobacter canadensis MIT 98-5491 chromosome, whole genome shotgun sequence"
"BACT_403"	3510272	"Clostridium perfringens CPE str. F4969 gcontig_1106202599046, whole genome shotgun sequence"
"BACT_4040"	5108383	"Escherichia coli IHE3034, complete genome"
"BACT_4041"	2277550	"Neisseria meningitidis 8013, complete genome"
"BACT_4042"	1944050	"Bifidobacterium animalis subsp. lactis V9, complete genome"
"BACT_4043"	1847198	"Haemophilus influenzae 22.4-21 ctg34, whole genome shotgun sequence"
"BACT_4044"	4123727	"Clostridium difficile ATCC 43255 chromosome, whole genome shotgun sequence"
"BACT_4045"	5355323	"Escherichia coli 042 complete genome"
"BACT_4046"	48220	"Borrelia burgdorferi 297 plasmid 297_lp54, complete sequence"
"BACT_4047"	4191339	"Clostridium difficile R20291 complete genome"
"BACT_404"	4045016	"Clostridium perfringens D str. JGS1721 gcontig_1108490430717, whole genome shotgun sequence"
"BACT_405"	4127102	"Clostridium perfringens E str. JGS1987 gcontig_1106202899196, whole genome shotgun sequence"
"BACT_406"	3085740	"Clostridium perfringens str. 13 plasmid pCP13, complete sequence"
"BACT_407"	4847594	"Clostridium phytofermentans ISDg, complete genome"
"BACT_408"	3234795	"Clostridium ramosum DSM 1402 C_ramosum-2.0.1_Cont103, whole genome shotgun sequence"
"BACT_409"	3619905	"Clostridium scindens ATCC 35704 C_scindens-2.0.1_Cont42.1, whole genome shotgun sequence"
"BACT_40"	2614023	"Actinomyces urogenitalis DSM 15434 contig00001, whole genome shotgun sequence"
"BACT_410"	3779307	"Clostridium sp. 7_2_43FAA cont1.132, whole genome shotgun sequence"
"BACT_411"	2954116	"Clostridium sp. L2-50 Clostridium_sp-3.0.1_Cont114, whole genome shotgun sequence"
"BACT_412"	3842594	"Clostridium sp. M62/1 genomic scaffold Scfld0, whole genome shotgun sequence"
"BACT_413"	3141381	"Clostridium sp. SS2/1 Clostridium_sp_SS21-1.0.1_Cont129.1, whole genome shotgun sequence"
"BACT_414"	2507485	"Clostridium spiroforme DSM 1552 C_spiroforme-2.0.1_Cont240.1, whole genome shotgun sequence"
"BACT_415"	4102125	"Clostridium sporogenes ATCC 15579 C_sporogenes-2.0.1_Cont486, whole genome shotgun sequence"
"BACT_416"	2873333	"Clostridium tetani E88, complete genome"
"BACT_417"	3454608	"Clostridium thermocellum DSM 2360 ctg00059, whole genome shotgun sequence"
"BACT_418"	2439869	"Collinsella aerofaciens ATCC 25986 C_aerofaciens-2.0_Cont1020, whole genome shotgun sequence"
"BACT_419"	1804297	"Collinsella intestinalis DSM 13280 C_intestinalis-1.0.1_Cont0.1, whole genome shotgun sequence"
"BACT_41"	8248144	"Actinosynnema mirum DSM 43827, complete genome"
"BACT_420"	2399821	"Collinsella stercoris DSM 13279 C_stercoris-1.0_Cont0.1, whole genome shotgun sequence"
"BACT_421"	5373180	"Colwellia psychrerythraea 34H, complete genome"
"BACT_422"	6026527	"Comamonas testosteroni KF-1 ctg14069, whole genome shotgun sequence"
"BACT_423"	4328100	"Congregibacter litoralis KT71 1097664134147, whole genome shotgun sequence"
"BACT_424"	3238915	"Coprococcus comes ATCC 27758 C_comes-1.0.1_Cont1733, whole genome shotgun sequence"
"BACT_425"	3102087	"Coprococcus eutactus ATCC 27759 C_eutactus-2.0.1_Cont10.1, whole genome shotgun sequence"
"BACT_426"	1424912	"Coprothermobacter proteolyticus DSM 5265, complete genome"
"BACT_427"	2413333	"Corynebacterium accolens ATCC 49725 contig00001, whole genome shotgun sequence"
"BACT_428"	2513912	"Corynebacterium amycolatum SK46 contig00015, whole genome shotgun sequence"
"BACT_429"	2488635	"Corynebacterium diphtheriae NCTC 13129, complete genome"
"BACT_42"	3089407	"Aeromicrobium marinum DSM 15272 genomic scaffold SCAFFOLD1, whole genome shotgun sequence"
"BACT_430"	2349653	"Corynebacterium genitalium ATCC 33030 Sca01-Contig3161, whole genome shotgun sequence"
"BACT_431"	2845674	"Corynebacterium glucuronolyticum ATCC 51866 contig00001, whole genome shotgun sequence"
"BACT_432"	3363299	"Corynebacterium glutamicum R chromosome, complete genome"
"BACT_433"	2446804	"Corynebacterium kroppenstedtii DSM 44385, complete genome"
"BACT_434"	2293743	"Corynebacterium lipophiloflavum DSM 44291 contig00001, whole genome shotgun sequence"
"BACT_435"	2967145	"Corynebacterium matruchotii ATCC 33806 C_matruchotii-1.0_Cont0.1, whole genome shotgun sequence"
"BACT_436"	2587776	"Corynebacterium pseudogenitalium ATCC 33035 contig00001, whole genome shotgun sequence"
"BACT_437"	2724288	"Corynebacterium striatum ATCC 6940 contig00002, whole genome shotgun sequence"
"BACT_438"	2372261	"Corynebacterium tuberculostearicum SK141 contig00434, whole genome shotgun sequence"
"BACT_439"	2369219	"Corynebacterium urealyticum DSM 7109, complete genome"
"BACT_43"	4744448	"Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete genome"
"BACT_440"	2212937	"Coxiella burnetii Dugway 5J108-111 plasmid pQpDG, complete sequence"
"BACT_441"	2094010	"Coxiella burnetii RSA 334 gcontig_1105170577682, whole genome shotgun sequence"
"BACT_442"	2952962	"Croceibacter atlanticus HTCC2559 chromosome, complete genome"
"BACT_443"	6238156	"Crocosphaera watsonii WH 8501 ctg362, whole genome shotgun sequence"
"BACT_444"	4599155	"Cronobacter turicensis plasmid pCTU1, complete sequence"
"BACT_445"	1617804	"Cryptobacterium curtum DSM 15641, complete genome"
"BACT_446"	2832697	"Cyanobium sp. PCC 7001 ctg_1106012173537, whole genome shotgun sequence"
"BACT_447"	4934271	"Cyanothece sp. ATCC 51142 chromosome circular, complete sequence"
"BACT_448"	429701	"Cyanothece sp. ATCC 51142 chromosome linear, complete sequence"
"BACT_449"	5880532	"Cyanothece sp. CCY0110 1101676644588, whole genome shotgun sequence"
